itemName,url
[原创]遇到的极品女孩——小小,http://cl.koco.pw/htm_data/20/1706/2481354.html
第一次的经历,http://cl.koco.pw/htm_data/20/1706/2481408.html
离婚的妈妈与我,http://cl.koco.pw/htm_data/20/1706/2481097.html
過客 （完） 作者：chiyanlie,http://cl.koco.pw/htm_data/20/1706/2480527.html
深夜难耐打电话叫了个小姐,http://cl.koco.pw/htm_data/20/1706/2480310.html
淫雄联盟,http://cl.koco.pw/htm_data/20/1704/2373244.html
我与岳母和小雨的性事,http://cl.koco.pw/htm_data/20/1704/2372928.html
很淫很堕落,http://cl.koco.pw/htm_data/20/1704/2372864.html
那年夏天的性事,http://cl.koco.pw/htm_data/20/1704/2372173.html
淫妻小紫的出轨记事本   作者：sexman321,http://cl.koco.pw/htm_data/20/1704/2371591.html
王敏的幸福生活,http://cl.koco.pw/htm_data/20/1704/2371491.html
记我猎到的四个少妇之2—陈姐 （真实 真实 必须真实）,http://cl.koco.pw/htm_data/20/1704/2371112.html
毕业多年的同学会,http://cl.koco.pw/htm_data/20/1704/2370215.html
[回忆录]在广州的艳遇婚前篇,http://cl.koco.pw/htm_data/20/1710/2683678.html
老婆在车厢里被干爽了,http://cl.koco.pw/htm_data/20/1710/2681781.html
华山淫记 1~3章,http://cl.koco.pw/htm_data/20/1710/2681308.html
淫荡少妇白洁之厦门七日淫,http://cl.koco.pw/htm_data/20/1710/2681247.html
38岁的淫荡女医生,http://cl.koco.pw/htm_data/20/1710/2680048.html
听前妻电话直播被她现任老公操,http://cl.koco.pw/htm_data/20/1709/2678829.html
安徒生淫话之打火匣,http://cl.koco.pw/htm_data/20/1709/2678719.html
公公操我,http://cl.koco.pw/htm_data/20/1709/2677582.html
姐妹同床,http://cl.koco.pw/htm_data/20/1707/2531567.html
实习生小丽,http://cl.koco.pw/htm_data/20/1707/2531401.html
搞她时男友打电话来查岗,http://cl.koco.pw/htm_data/20/1707/2531055.html
同事的妻子我的同学,http://cl.koco.pw/htm_data/20/1707/2530886.html
我的熟女客户,http://cl.koco.pw/htm_data/20/1707/2529520.html
嫂子的奶水不流外人口,http://cl.koco.pw/htm_data/20/1707/2529051.html
性感的少妇同学,http://cl.koco.pw/htm_data/20/1707/2529389.html
张秋娘,http://cl.koco.pw/htm_data/20/1707/2529004.html
神秘的大哥,http://cl.koco.pw/htm_data/20/1707/2527976.html
寻秦记-改编版（1-26卷全）,http://cl.koco.pw/htm_data/20/1604/1920038.html
复仇女帝（作者：风月居士）（1-14+番外两篇全）,http://cl.koco.pw/htm_data/20/1505/1496581.html
淫生外傳之少年的煩惱[完结],http://cl.koco.pw/htm_data/20/1503/1423681.html
和五婶的故事,http://cl.koco.pw/htm_data/20/1709/2633902.html
林影的故事,http://cl.koco.pw/htm_data/20/1711/2758123.html
极其强悍的淫女自述,http://cl.koco.pw/htm_data/20/1711/2757666.html
美人王晶玲,http://cl.koco.pw/htm_data/20/1711/2757070.html
割包皮遇到的战斗,http://cl.koco.pw/htm_data/20/1711/2757311.html
玉芳,http://cl.koco.pw/htm_data/20/1708/2584807.html
为了借种朋友让我上他妻,http://cl.koco.pw/htm_data/20/1708/2584746.html
女友芳芳——按摩記 作者：zljunnet,http://cl.koco.pw/htm_data/20/1708/2584334.html
夫妻性事   草榴社区原创小说 持续更新中,http://cl.koco.pw/htm_data/20/1708/2584204.html
西游传奇,http://cl.koco.pw/htm_data/20/1705/2431763.html
手转星移,http://cl.koco.pw/htm_data/20/1705/2431592.html
美艳老板娘，床上与我浪疯狂,http://cl.koco.pw/htm_data/20/1705/2425228.html
T大美女淫史（全文完）,http://cl.koco.pw/htm_data/20/1705/2424859.html
D县风云 更新至五,http://cl.koco.pw/htm_data/20/1705/2424365.html
我算计过的那些红颜之烈女教师小C——0620首楼更新,http://cl.koco.pw/htm_data/20/1705/2423176.html
微信扫出的一次车震,http://cl.koco.pw/htm_data/20/1705/2423626.html
我的妈妈，我的情人,http://cl.koco.pw/htm_data/20/1705/2423481.html
游戏测试员,http://cl.koco.pw/htm_data/20/1706/2480253.html
劫后余生,http://cl.koco.pw/htm_data/20/1706/2479395.html
我的大学时光,http://cl.koco.pw/htm_data/20/1706/2479005.html
安碧如与林喧,http://cl.koco.pw/htm_data/20/1706/2479103.html
夜色，妻子的肥臀上骑着谁（转载）,http://cl.koco.pw/htm_data/20/1706/2479110.html
儿子的玩具,http://cl.koco.pw/htm_data/20/1704/2370445.html
修真欲奴妻--绿帽、修真、SM,http://cl.koco.pw/htm_data/20/1704/2370596.html
妻子被别人调教,http://cl.koco.pw/htm_data/20/1704/2369940.html
野兽眷恋的百合香,http://cl.koco.pw/htm_data/20/1704/2369757.html
我的美丽人生,http://cl.koco.pw/htm_data/20/1704/2368895.html
表姐的丝脚,http://cl.koco.pw/htm_data/20/1709/2675876.html
新破魔游戏,http://cl.koco.pw/htm_data/20/1709/2675668.html
朋友妈妈勾引我,http://cl.koco.pw/htm_data/20/1709/2673787.html
乱伦皇帝,http://cl.koco.pw/htm_data/20/1709/2674067.html
高树三姐妹连载文字版,http://cl.koco.pw/htm_data/20/1709/2673439.html
好色邻居,http://cl.koco.pw/htm_data/20/1709/2673256.html
九零后的小妞,http://cl.koco.pw/htm_data/20/1709/2672573.html
上了一个发髻高挽的美艳贵妇,http://cl.koco.pw/htm_data/20/1707/2527970.html
我在浏览社区，她在为我口交,http://cl.koco.pw/htm_data/20/1707/2527615.html
暑假回家的客车上,http://cl.koco.pw/htm_data/20/1707/2527211.html
肉色丝袜阿姨,http://cl.koco.pw/htm_data/20/1707/2527120.html
别人的老婆,http://cl.koco.pw/htm_data/20/1707/2526250.html
引诱良家,http://cl.koco.pw/htm_data/20/1707/2526285.html
鸳梦戏欲的爱河,http://cl.koco.pw/htm_data/20/1707/2525472.html
风骚的女会计,http://cl.koco.pw/htm_data/20/1707/2525503.html
某黄窝案[一二部全][1-100章完],http://cl.koco.pw/htm_data/20/1604/1915778.html
我老婆，外出之后（全）,http://cl.koco.pw/htm_data/20/1604/1914219.html
代替爸爸让妈妈开心[原版1-8章+增补版1-16章][作者：人生乐趣][全文完],http://cl.koco.pw/htm_data/20/1604/1913848.html
爱的浪潮[完],http://cl.koco.pw/htm_data/20/1604/1913369.html
不要打扰我和妈妈谈恋爱（1-28）完,http://cl.koco.pw/htm_data/20/1604/1868772.html
姐夫的私密日记[作者：半盏清酒]（4.5更新第30章）全文完,http://cl.koco.pw/htm_data/20/1604/1861223.html
娇妻之欲海泛舟[完],http://cl.koco.pw/htm_data/20/1604/1910450.html
宾馆里偷窥做爱的小情侣,http://cl.koco.pw/htm_data/20/1710/2738422.html
青清白衣凝华行（作者：浪子文）（1-8全）,http://cl.koco.pw/htm_data/20/1505/1495020.html
剑女（作者名：浪子文）（全）,http://cl.koco.pw/htm_data/20/1505/1495017.html
母亲美也（翻译）（1-67全）作者：复活126,http://cl.koco.pw/htm_data/20/1505/1473827.html
夜难眠（欲火难眠）（全本）,http://cl.koco.pw/htm_data/20/1503/1393474.html
彼岸 [ 完结 ],http://cl.koco.pw/htm_data/20/1503/1393404.html
嫂子的秘密[18章完],http://cl.koco.pw/htm_data/20/1503/1298188.html
（转）媽媽許晴的綠色暑假 作者：Yamatake1977性手書生,http://cl.koco.pw/htm_data/20/1709/2633546.html
巨乳母亲群战黑鬼,http://cl.koco.pw/htm_data/20/1709/2632872.html
（转）璦嬡惛婚 作者：拾貝釣叟,http://cl.koco.pw/htm_data/20/1709/2633073.html
姓白名雪  作者：槑媚嫣   草榴社区原创长篇小说,http://cl.koco.pw/htm_data/20/1709/2568353.html
雅萱的肉体,http://cl.koco.pw/htm_data/20/1704/2348494.html
《美女、权力与金钱》（完结）,http://cl.koco.pw/htm_data/20/1511/1712848.html
端午节那天与岳母发生了性关系,http://cl.koco.pw/htm_data/20/1711/2756983.html
文革中的那点情事之许传青媳妇,http://cl.koco.pw/htm_data/20/1708/2582581.html
处女失贞记,http://cl.koco.pw/htm_data/20/1708/2583469.html
楼顶上激情的一射,http://cl.koco.pw/htm_data/20/1708/2582631.html
换身,http://cl.koco.pw/htm_data/20/1708/2582419.html
巨乳淫女团,http://cl.koco.pw/htm_data/20/1708/2582293.html
和失恋女孩的缠绵一夜,http://cl.koco.pw/htm_data/20/1705/2421638.html
朋友的前女友变成我的炮友,http://cl.koco.pw/htm_data/20/1705/2420695.html
群友投稿：爱妻生活之绿爱,http://cl.koco.pw/htm_data/20/1705/2420258.html
表妹奇遇记--乞丐破处美女大学生,http://cl.koco.pw/htm_data/20/1705/2419836.html
用手机勾到附近的央企高挑美妇 更新在主贴,http://cl.koco.pw/htm_data/20/1705/2418830.html
我干按摩院的良家妇女,http://cl.koco.pw/htm_data/20/1706/2478632.html
当着朋友的面操他的新婚媳妇,http://cl.koco.pw/htm_data/20/1706/2476698.html
与嫂同欢,http://cl.koco.pw/htm_data/20/1706/2477133.html
我和大学女友的一次野战,http://cl.koco.pw/htm_data/20/1706/2476830.html
鞭长莫及的爱恋,http://cl.koco.pw/htm_data/20/1706/2476684.html
人妻之百日礼物,http://cl.koco.pw/htm_data/20/1706/2475502.html
原创：第一章。（纯文字）,http://cl.koco.pw/htm_data/20/1704/2368260.html
张老汉的诱惑,http://cl.koco.pw/htm_data/20/1704/2368274.html
让我极度疯狂的男人,http://cl.koco.pw/htm_data/20/1704/2368218.html
透视高手（1-1201）,http://cl.koco.pw/htm_data/20/1704/2368068.html
娇妻与高官通奸,http://cl.koco.pw/htm_data/20/1704/2367984.html
与岳母及小姨子偷情,http://cl.koco.pw/htm_data/20/1709/2672748.html
叙旧,http://cl.koco.pw/htm_data/20/1709/2673241.html
强上了老婆的女同事陈姐,http://cl.koco.pw/htm_data/20/1709/2671917.html
丈母娘的奴性,http://cl.koco.pw/htm_data/20/1709/2672114.html
爱妻秦玲,http://cl.koco.pw/htm_data/20/1709/2671274.html
姐姐的工作,http://cl.koco.pw/htm_data/20/1709/2670286.html
老婆的闺蜜我的菜,http://cl.koco.pw/htm_data/20/1709/2670375.html
被催眠的快感（完）作者：不詳,http://cl.koco.pw/htm_data/20/1707/2525362.html
夫妻交换手记,http://cl.koco.pw/htm_data/20/1707/2524864.html
搬新房子遇新人,http://cl.koco.pw/htm_data/20/1707/2524007.html
火车站偶遇性格开朗的大姐,http://cl.koco.pw/htm_data/20/1707/2524203.html
在厕所诱奸了一个妹子,http://cl.koco.pw/htm_data/20/1707/2524194.html
男人都爱的燕瘦环肥,http://cl.koco.pw/htm_data/20/1707/2523825.html
羽毛球艳遇,http://cl.koco.pw/htm_data/20/1707/2522678.html
曾有西风弄晚潮,http://cl.koco.pw/htm_data/20/1501/1331486.html
我在法国的真实经历[完],http://cl.koco.pw/htm_data/20/1604/1909495.html
[原创]一千零一夜与日001一支烟的时间,http://cl.koco.pw/htm_data/20/1604/1904334.html
风流乱情录? 作者：尘埃落定(已完结),http://cl.koco.pw/htm_data/20/1604/1899420.html
公子绿(1~34)改编版 作者:林二少爷,http://cl.koco.pw/htm_data/20/1604/1898941.html
出轨少妇的自白：夜夜销魂? 作者：落落公子1-68章(完结),http://cl.koco.pw/htm_data/20/1604/1898145.html
神罚之城? 作者：snow_xefd（雪凡)字数：170316 字已完结,http://cl.koco.pw/htm_data/20/1604/1897195.html
心诚则灵    作者：歪糕,http://cl.koco.pw/htm_data/20/1710/2738405.html
旅游换妻,http://cl.koco.pw/htm_data/20/1710/2738340.html
相亲不相爱（作者: shjinia）（全）,http://cl.koco.pw/htm_data/20/1505/1494655.html
仙缘（1-4部+番外）作者：云朵朵之家[完结],http://cl.koco.pw/htm_data/20/1505/1471471.html
生亦何欢（1-27全）作者：zczc1989,http://cl.koco.pw/htm_data/20/1505/1493805.html
三尸虫（1-11全）作者：80778775,http://cl.koco.pw/htm_data/20/1505/1493796.html
平易近人狗（1-14全）作者：zxnw2009（七员外）,http://cl.koco.pw/htm_data/20/1505/1493790.html
母亲我的心在为你颤抖(1-17)[完结],http://cl.koco.pw/htm_data/20/1505/1469669.html
云舞月扬（1-20全）,http://cl.koco.pw/htm_data/20/1503/1380420.html
[原创] 三年后的同学聚会 让我和莎再一次沉沦,http://cl.koco.pw/htm_data/20/1503/1429839.html
历朝美女记[完],http://cl.koco.pw/htm_data/20/1503/1389843.html
桃花情缘（全）作者：不详,http://cl.koco.pw/htm_data/20/1503/1429702.html
交换旅行（1-10章）[完],http://cl.koco.pw/htm_data/20/1503/1385180.html
吸血三姐妹（正传+ 外传）,http://cl.koco.pw/htm_data/20/1503/1381801.html
为人湿之教导主任婷婷（1-8章）,http://cl.koco.pw/htm_data/20/1503/1412464.html
女主播的秘密[1-493章]（完结）,http://cl.koco.pw/htm_data/20/1503/1416612.html
班主任老婆栗琳,http://cl.koco.pw/htm_data/20/1709/2628496.html
丝袜美腿女友,http://cl.koco.pw/htm_data/20/1709/2628798.html
小赵的催眠程式,http://cl.koco.pw/htm_data/20/1709/2628052.html
成熟少妇的要求,http://cl.koco.pw/htm_data/20/1709/2627028.html
三国荡妇貂蝉,http://cl.koco.pw/htm_data/20/1709/2627322.html
绝色邻居生了我的孩子,http://cl.koco.pw/htm_data/20/1709/2626552.html
与合租女室友的往事,http://cl.koco.pw/htm_data/20/1709/2626229.html
师生-梦一场,http://cl.koco.pw/htm_data/20/1709/2626222.html
艳肉迷江湖,http://cl.koco.pw/htm_data/20/1704/2348493.html
幫美女同事恢復Ｕ盤資料的意外收穫（完）作者：108108,http://cl.koco.pw/htm_data/20/1704/2348437.html
那一晚，我干了她和她姐,http://cl.koco.pw/htm_data/20/1704/2348429.html
我和兰兰的快乐日常1-4,http://cl.koco.pw/htm_data/20/1704/2348130.html
[转]同事姐姐终于得手,http://cl.koco.pw/htm_data/20/1704/2348178.html
对不起酒后KO了朋友的 女朋友,http://cl.koco.pw/htm_data/20/1704/2347214.html
虐待新娘,http://cl.koco.pw/htm_data/20/1704/2347778.html
六朝清羽记（1-31集完结）作者：弄玉&龙璇,http://cl.koco.pw/htm_data/20/1511/1701936.html
