url,itemName
"https://list.jd.com/list.html?cat=737,752,902",煮蛋器
"https://list.jd.com/list.html?cat=737,752,762",酸奶机
"https://list.jd.com/list.html?cat=737,752,9249",电炖锅
"https://list.jd.com/list.html?cat=737,752,760",电水壶/热水瓶
"https://list.jd.com/list.html?cat=737,752,882",电饼铛
"https://list.jd.com/list.html?cat=737,752,754",多用途锅
"https://list.jd.com/list.html?cat=737,752,13118",电烧烤炉
"https://list.jd.com/list.html?cat=737,752,901",果蔬解毒机
"https://list.jd.com/list.html?cat=737,752,803",其它厨房电器
"https://list.jd.com/list.html?cat=737,752,12397",养生壶/煎药壶
"https://list.jd.com/list.html?cat=737,752,12398",电热饭盒
"https://list.jd.com/list.html?cat=737,738,747",取暖电器
"https://list.jd.com/list.html?cat=737,738,749",净化器
"https://list.jd.com/list.html?cat=737,738,748",加湿器
"https://list.jd.com/list.html?cat=737,738,12394",扫地机器人
"https://list.jd.com/list.html?cat=737,738,745",吸尘器
"https://list.jd.com/list.html?cat=737,738,1279",挂烫机/熨斗
"https://list.jd.com/list.html?cat=737,738,1052",插座
"https://list.jd.com/list.html?cat=737,738,806",电话机
"https://list.jd.com/list.html?cat=737,738,897",清洁机
"https://list.jd.com/list.html?cat=737,738,1283",除湿机
"https://list.jd.com/list.html?cat=737,738,12395",干衣机
"https://list.jd.com/list.html?cat=737,738,801",收录/音机
"https://list.jd.com/list.html?cat=737,738,751",电风扇
"https://list.jd.com/list.html?cat=737,738,1278",冷风扇
"https://list.jd.com/list.html?cat=737,738,825",其它生活电器
"https://list.jd.com/list.html?cat=737,738,12396",生活电器配件
"https://list.jd.com/list.html?cat=737,738,898",净水器
"https://list.jd.com/list.html?cat=737,738,750",饮水机
"https://list.jd.com/list.html?cat=737,1276,739",剃须刀
"https://list.jd.com/list.html?cat=737,1276,742",剃/脱毛器
"https://list.jd.com/list.html?cat=737,1276,741",口腔护理
"https://list.jd.com/list.html?cat=737,1276,740",电吹风
"https://list.jd.com/list.html?cat=737,1276,795",美容器
"https://list.jd.com/list.html?cat=737,1276,1287",理发器
"https://list.jd.com/list.html?cat=737,1276,12400",卷/直发器
"https://list.jd.com/list.html?cat=737,1276,1291",按摩椅
"https://list.jd.com/list.html?cat=737,1276,967",按摩器
"https://list.jd.com/list.html?cat=737,1276,963",足浴盆
"https://list.jd.com/list.html?cat=737,1276,966",血压计
"https://list.jd.com/list.html?cat=737,1276,1289",电子秤/厨房秤
"https://list.jd.com/list.html?cat=737,1276,1225",血糖仪
"https://list.jd.com/list.html?cat=737,1276,1292",体温计
"https://list.jd.com/list.html?cat=737,1276,1290",其它健康电器
"https://list.jd.com/list.html?cat=737,1276,968",计步器/脂肪检测仪
"https://list.jd.com/list.html?cat=737,1277,934",电动工具
"https://list.jd.com/list.html?cat=737,1277,3979",手动工具
"https://list.jd.com/list.html?cat=737,1277,6974",仪器仪表
"https://list.jd.com/list.html?cat=737,1277,900",浴霸/排气扇
"https://list.jd.com/list.html?cat=737,1277,1295",灯具
"https://list.jd.com/list.html?cat=737,1277,6975",LED灯
"https://list.jd.com/list.html?cat=737,1277,4934",洁身器
"https://list.jd.com/list.html?cat=737,1277,5004",水槽
"https://list.jd.com/list.html?cat=737,1277,5005",龙头
"https://list.jd.com/list.html?cat=737,1277,5006",淋浴花洒
"https://list.jd.com/list.html?cat=737,1277,1293",厨卫五金
"https://list.jd.com/list.html?cat=737,1277,4834",家具五金
"https://list.jd.com/list.html?cat=737,1277,1294",门铃
"https://list.jd.com/list.html?cat=737,1277,6976",电气开关
"https://list.jd.com/list.html?cat=737,1277,6977",插座
"https://list.jd.com/list.html?cat=737,1277,6978",电工电料
"https://list.jd.com/list.html?cat=737,1277,6979",监控安防
"https://list.jd.com/list.html?cat=737,1277,1299",电线/线缆
"https://list.jd.com/list.html?cat=652,654,831",数码相机
"https://list.jd.com/list.html?cat=652,654,5012",单电/微单相机
"https://list.jd.com/list.html?cat=652,654,832",单反相机
"https://list.jd.com/list.html?cat=652,654,833",摄像机
"https://list.jd.com/list.html?cat=652,654,7170",拍立得
"https://list.jd.com/list.html?cat=652,654,12342",运动相机
"https://list.jd.com/list.html?cat=652,654,834",镜头
"https://list.jd.com/list.html?cat=652,654,12343",户外器材
"https://list.jd.com/list.html?cat=652,654,12344",影棚器材
"https://list.jd.com/list.html?cat=652,654,12415",冲印服务
"https://list.jd.com/list.html?cat=652,654,844",数码相框
"https://list.jd.com/list.html?cat=652,829,845",存储卡
"https://list.jd.com/list.html?cat=652,829,846",读卡器
"https://list.jd.com/list.html?cat=652,829,835",滤镜
"https://list.jd.com/list.html?cat=652,829,836",闪光灯/手柄
"https://list.jd.com/list.html?cat=652,829,847",相机包
"https://list.jd.com/list.html?cat=652,829,848",三脚架/云台
"https://list.jd.com/list.html?cat=652,829,851",相机清洁/贴膜
"https://list.jd.com/list.html?cat=652,829,10971",机身附件
"https://list.jd.com/list.html?cat=652,829,10972",镜头附件
"https://list.jd.com/list.html?cat=652,829,854",电池/充电器
"https://list.jd.com/list.html?cat=652,829,1219",移动电源
"https://list.jd.com/list.html?cat=652,829,12810",数码支架
"https://list.jd.com/list.html?cat=652,12345,12347",智能手环
"https://list.jd.com/list.html?cat=652,12345,12348",智能手表
"https://list.jd.com/list.html?cat=652,12345,12349",智能眼镜
"https://list.jd.com/list.html?cat=652,12345,12350",运动跟踪器
"https://list.jd.com/list.html?cat=652,12345,12351",健康监测
"https://list.jd.com/list.html?cat=652,12345,12352",智能配饰
"https://list.jd.com/list.html?cat=652,12345,12353",智能家居
"https://list.jd.com/list.html?cat=652,12345,12354",体感车
"https://list.jd.com/list.html?cat=652,12345,12355",其他配件
"https://list.jd.com/list.html?cat=652,12345,12806",智能机器人
"https://list.jd.com/list.html?cat=652,12345,12807",无人机
"https://list.jd.com/list.html?cat=652,828,837",MP3/MP4
"https://list.jd.com/list.html?cat=652,828,843",智能设备
"https://list.jd.com/list.html?cat=652,828,842",耳机/耳麦
"https://list.jd.com/list.html?cat=652,828,13662",便携/无线音箱
"https://list.jd.com/list.html?cat=652,828,841",音箱/音响
"https://list.jd.com/list.html?cat=652,828,1261",高清播放器
"https://list.jd.com/list.html?cat=652,828,12808",收音机
"https://list.jd.com/list.html?cat=652,828,1274",MP3/MP4配件
"https://list.jd.com/list.html?cat=652,828,869",麦克风
"https://list.jd.com/list.html?cat=652,828,962",专业音频
"https://list.jd.com/list.html?cat=652,828,5270",苹果配件
"https://list.jd.com/list.html?cat=652,12346,12358",学生平板
"https://list.jd.com/list.html?cat=652,12346,12357",点读机/笔
"https://list.jd.com/list.html?cat=652,12346,12359",早教益智
"https://list.jd.com/list.html?cat=652,12346,840",录音笔
"https://list.jd.com/list.html?cat=652,12346,1203",电纸书
"https://list.jd.com/list.html?cat=652,12346,838",电子词典
"https://list.jd.com/list.html?cat=652,12346,12356",复读机
"https://list.jd.com/list.html?cat=652,981,982",延保服务
"https://list.jd.com/list.html?cat=652,981,1076",杀毒软件
"https://list.jd.com/list.html?cat=652,981,1117",积分商品
"https://list.jd.com/list.html?cat=1620,1621,11159",桌布/罩件
"https://list.jd.com/list.html?cat=1620,1621,11160",地毯地垫
"https://list.jd.com/list.html?cat=1620,1621,11161",沙发垫套/椅垫
"https://list.jd.com/list.html?cat=1620,1621,1626",床品套件
"https://list.jd.com/list.html?cat=1620,1621,1627",被子
"https://list.jd.com/list.html?cat=1620,1621,1628",枕芯
"https://list.jd.com/list.html?cat=1620,1621,1629",床单被罩
"https://list.jd.com/list.html?cat=1620,1621,1630",毯子
"https://list.jd.com/list.html?cat=1620,1621,1631",床垫/床褥
"https://list.jd.com/list.html?cat=1620,1621,1632",蚊帐
"https://list.jd.com/list.html?cat=1620,1621,1633",抱枕靠垫
"https://list.jd.com/list.html?cat=1620,1621,1634",毛巾浴巾
"https://list.jd.com/list.html?cat=1620,1621,2688",电热毯
"https://list.jd.com/list.html?cat=1620,1621,4952",窗帘/窗纱
"https://list.jd.com/list.html?cat=1620,1621,11962",布艺软饰
"https://list.jd.com/list.html?cat=1620,1621,11963",凉席
"https://list.jd.com/list.html?cat=1620,1623,1648",台灯
"https://list.jd.com/list.html?cat=1620,1623,1649",节能灯
"https://list.jd.com/list.html?cat=1620,1623,1650",装饰灯
"https://list.jd.com/list.html?cat=1620,1623,1653",落地灯
"https://list.jd.com/list.html?cat=1620,1623,1654",应急灯/手电
"https://list.jd.com/list.html?cat=1620,1623,4955",LED灯
"https://list.jd.com/list.html?cat=1620,1623,4954",吸顶灯
"https://list.jd.com/list.html?cat=1620,1623,4956",五金电器
"https://list.jd.com/list.html?cat=1620,1623,11971",筒灯射灯
"https://list.jd.com/list.html?cat=1620,1623,1651",吊灯
"https://list.jd.com/list.html?cat=1620,1623,6861",氛围照明
"https://list.jd.com/list.html?cat=1620,1624,11167",保暖防护
"https://list.jd.com/list.html?cat=1620,1624,1655",收纳用品
"https://list.jd.com/list.html?cat=1620,1624,1656",雨伞雨具
"https://list.jd.com/list.html?cat=1620,1624,1657",浴室用品
"https://list.jd.com/list.html?cat=1620,1624,1658",缝纫/针织用品
"https://list.jd.com/list.html?cat=1620,1624,1660",洗晒/熨烫
"https://list.jd.com/list.html?cat=1620,1624,1661",净化除味
"https://list.jd.com/list.html?cat=1620,11158,11162",相框/照片墙
"https://list.jd.com/list.html?cat=1620,11158,11163",装饰字画
"https://list.jd.com/list.html?cat=1620,11158,11164",节庆饰品
"https://list.jd.com/list.html?cat=1620,11158,11165",手工/十字绣
"https://list.jd.com/list.html?cat=1620,11158,11166",装饰摆件
"https://list.jd.com/list.html?cat=1620,11158,11964",帘艺隔断
"https://list.jd.com/list.html?cat=1620,11158,11965",墙贴/装饰贴
"https://list.jd.com/list.html?cat=1620,11158,11966",钟饰
"https://list.jd.com/list.html?cat=1620,11158,11967",花瓶花艺
"https://list.jd.com/list.html?cat=1620,11158,11968",香薰蜡烛
"https://list.jd.com/list.html?cat=1620,11158,11969",创意家居
"https://list.jd.com/list.html?cat=670,671,672",笔记本
"https://list.jd.com/list.html?cat=670,671,6864",超极本
"https://list.jd.com/list.html?cat=670,671,1105",游戏本
"https://list.jd.com/list.html?cat=670,671,2694",平板电脑
"https://list.jd.com/list.html?cat=670,671,5146",平板电脑配件
"https://list.jd.com/list.html?cat=670,671,673",台式机
"https://list.jd.com/list.html?cat=670,671,674",服务器/工作站
"https://list.jd.com/list.html?cat=670,671,675",笔记本配件
"https://list.jd.com/list.html?cat=670,671,12798",一体机
"https://list.jd.com/list.html?cat=670,677,678",CPU
"https://list.jd.com/list.html?cat=670,677,681",主板
"https://list.jd.com/list.html?cat=670,677,679",显卡
"https://list.jd.com/list.html?cat=670,677,683",硬盘
"https://list.jd.com/list.html?cat=670,677,11303",SSD固态硬盘
"https://list.jd.com/list.html?cat=670,677,680",内存
"https://list.jd.com/list.html?cat=670,677,687",机箱
"https://list.jd.com/list.html?cat=670,677,691",电源
"https://list.jd.com/list.html?cat=670,677,688",显示器
"https://list.jd.com/list.html?cat=670,677,684",刻录机/光驱
"https://list.jd.com/list.html?cat=670,677,682",散热器
"https://list.jd.com/list.html?cat=670,677,5008",声卡/扩展卡
"https://list.jd.com/list.html?cat=670,677,5009",装机配件
"https://list.jd.com/list.html?cat=670,677,11762",组装电脑
"https://list.jd.com/list.html?cat=670,686,693",移动硬盘
"https://list.jd.com/list.html?cat=670,686,694",U盘
"https://list.jd.com/list.html?cat=670,686,690",鼠标
"https://list.jd.com/list.html?cat=670,686,689",键盘
"https://list.jd.com/list.html?cat=670,686,826",鼠标垫
"https://list.jd.com/list.html?cat=670,686,692",摄像头
"https://list.jd.com/list.html?cat=670,686,698",手写板
"https://list.jd.com/list.html?cat=670,686,695",硬盘盒
"https://list.jd.com/list.html?cat=670,686,1047",插座
"https://list.jd.com/list.html?cat=670,686,1049",线缆
"https://list.jd.com/list.html?cat=670,686,1048",UPS电源
"https://list.jd.com/list.html?cat=670,686,1050",电脑工具
"https://list.jd.com/list.html?cat=670,686,696",游戏设备
"https://list.jd.com/list.html?cat=670,686,697",电玩
"https://list.jd.com/list.html?cat=670,686,1051",电脑清洁
"https://list.jd.com/list.html?cat=670,686,12799",网络仪表仪器
"https://list.jd.com/list.html?cat=670,12800,12801",游戏机
"https://list.jd.com/list.html?cat=670,12800,12802",游戏耳机
"https://list.jd.com/list.html?cat=670,12800,12803",手柄/方向盘
"https://list.jd.com/list.html?cat=670,12800,12804",游戏软件
"https://list.jd.com/list.html?cat=670,12800,12805",游戏周边
"https://list.jd.com/list.html?cat=670,699,700",路由器
"https://list.jd.com/list.html?cat=670,699,701",网卡
"https://list.jd.com/list.html?cat=670,699,702",交换机
"https://list.jd.com/list.html?cat=670,699,983",网络存储
"https://list.jd.com/list.html?cat=670,699,1098",4G/3G上网
"https://list.jd.com/list.html?cat=670,699,11304",网络盒子
"https://list.jd.com/list.html?cat=670,699,12370",网络配件
"https://list.jd.com/list.html?cat=670,716,722",投影机
"https://list.jd.com/list.html?cat=670,716,5010",投影配件
"https://list.jd.com/list.html?cat=670,716,720",多功能一体机
"https://list.jd.com/list.html?cat=670,716,717",打印机
"https://list.jd.com/list.html?cat=670,716,718",传真设备
"https://list.jd.com/list.html?cat=670,716,725",验钞/点钞机
"https://list.jd.com/list.html?cat=670,716,721",扫描设备
"https://list.jd.com/list.html?cat=670,716,719",复合机
"https://list.jd.com/list.html?cat=670,716,723",碎纸机
"https://list.jd.com/list.html?cat=670,716,724",考勤机
"https://list.jd.com/list.html?cat=670,716,7373",收款/POS机
"https://list.jd.com/list.html?cat=670,716,7375",会议音频视频
"https://list.jd.com/list.html?cat=670,716,2601",保险柜
"https://list.jd.com/list.html?cat=670,716,4839",装订/封装机
"https://list.jd.com/list.html?cat=670,716,7374",安防监控
"https://list.jd.com/list.html?cat=670,716,11221",办公家具
"https://list.jd.com/list.html?cat=670,716,727",白板
"https://list.jd.com/list.html?cat=670,729,730",硒鼓/墨粉
"https://list.jd.com/list.html?cat=670,729,731",墨盒
"https://list.jd.com/list.html?cat=670,729,733",色带
"https://list.jd.com/list.html?cat=670,729,736",纸类
"https://list.jd.com/list.html?cat=670,729,4837",办公文具
"https://list.jd.com/list.html?cat=670,729,1449",学生文具
"https://list.jd.com/list.html?cat=670,729,7372",财会用品
"https://list.jd.com/list.html?cat=670,729,4840",文件管理
"https://list.jd.com/list.html?cat=670,729,7371",本册/便签
"https://list.jd.com/list.html?cat=670,729,728",计算器
"https://list.jd.com/list.html?cat=670,729,2603",笔类
"https://list.jd.com/list.html?cat=670,729,12376",画具画材
"https://list.jd.com/list.html?cat=670,729,4838",刻录碟片/附件
"https://list.jd.com/list.html?cat=670,703,10011",上门安装
"https://list.jd.com/list.html?cat=670,703,10969",延保服务
"https://list.jd.com/list.html?cat=670,703,12429",维修保养
"https://list.jd.com/list.html?cat=670,703,5011",电脑软件
"https://list.jd.com/list.html?cat=670,703,1009",京东服务
"https://list.jd.com/list.html?cat=6196,6197,6199",炒锅
"https://list.jd.com/list.html?cat=6196,6197,6200",煎锅
"https://list.jd.com/list.html?cat=6196,6197,6201",压力锅
"https://list.jd.com/list.html?cat=6196,6197,6202",蒸锅
"https://list.jd.com/list.html?cat=6196,6197,6203",汤锅
"https://list.jd.com/list.html?cat=6196,6197,6204",奶锅
"https://list.jd.com/list.html?cat=6196,6197,6205",锅具套装
"https://list.jd.com/list.html?cat=6196,6197,6206",煲类
"https://list.jd.com/list.html?cat=6196,6197,6207",水壶
"https://list.jd.com/list.html?cat=6196,6197,11976",火锅
"https://list.jd.com/list.html?cat=6196,6198,6209",菜刀
"https://list.jd.com/list.html?cat=6196,6198,6210",剪刀
"https://list.jd.com/list.html?cat=6196,6198,6211",刀具套装
"https://list.jd.com/list.html?cat=6196,6198,6212",砧板
"https://list.jd.com/list.html?cat=6196,6198,11980",瓜果刀/刨
"https://list.jd.com/list.html?cat=6196,6198,11981",多功能刀
"https://list.jd.com/list.html?cat=6196,6214,6215",保鲜盒
"https://list.jd.com/list.html?cat=6196,6214,6216",烘焙/烧烤
"https://list.jd.com/list.html?cat=6196,6214,6218",饭盒/提锅
"https://list.jd.com/list.html?cat=6196,6214,11977",储物/置物架
"https://list.jd.com/list.html?cat=6196,6214,11978",厨房DIY/小工具
"https://list.jd.com/list.html?cat=6196,6219,6220",塑料杯
"https://list.jd.com/list.html?cat=6196,6219,6850",运动水壶
"https://list.jd.com/list.html?cat=6196,6219,6221",玻璃杯
"https://list.jd.com/list.html?cat=6196,6219,6222",陶瓷/马克杯
"https://list.jd.com/list.html?cat=6196,6219,6223",保温杯
"https://list.jd.com/list.html?cat=6196,6219,6224",保温壶
"https://list.jd.com/list.html?cat=6196,6219,6225",酒杯/酒具
"https://list.jd.com/list.html?cat=6196,6219,11979",杯具套装
"https://list.jd.com/list.html?cat=6196,6227,6228",餐具套装
"https://list.jd.com/list.html?cat=6196,6227,6230",碗/碟/盘
"https://list.jd.com/list.html?cat=6196,6227,6231",筷勺/刀叉
"https://list.jd.com/list.html?cat=6196,6227,6232",一次性用品
"https://list.jd.com/list.html?cat=6196,6227,11975",果盘/果篮
"https://list.jd.com/list.html?cat=6196,9182,9183",自助餐炉
"https://list.jd.com/list.html?cat=6196,9182,9184",酒店餐具
"https://list.jd.com/list.html?cat=6196,9182,9185",酒店水具
"https://list.jd.com/list.html?cat=6196,11143,11148",整套茶具
"https://list.jd.com/list.html?cat=6196,11143,11149",茶杯
"https://list.jd.com/list.html?cat=6196,11143,11150",茶壶
"https://list.jd.com/list.html?cat=6196,11143,11151",茶盘茶托
"https://list.jd.com/list.html?cat=6196,11143,11152",茶叶罐
"https://list.jd.com/list.html?cat=6196,11143,11153",茶具配件
"https://list.jd.com/list.html?cat=6196,11143,11154",茶宠摆件
"https://list.jd.com/list.html?cat=6196,11143,11155",咖啡具
"https://list.jd.com/list.html?cat=6196,11143,11156",其他
"https://list.jd.com/list.html?cat=1316,1625,1671",纸品湿巾
"https://list.jd.com/list.html?cat=1316,1625,1662",衣物清洁
"https://list.jd.com/list.html?cat=1316,1625,1667",清洁工具
"https://list.jd.com/list.html?cat=1316,1625,1669",驱虫用品
"https://list.jd.com/list.html?cat=1316,1625,1663",家庭清洁
"https://list.jd.com/list.html?cat=1316,1625,1670",皮具护理
"https://list.jd.com/list.html?cat=1316,1625,11970",一次性用品
"https://list.jd.com/list.html?cat=1316,1381,1389",洁面
"https://list.jd.com/list.html?cat=1316,1381,1391",乳液面霜
"https://list.jd.com/list.html?cat=1316,1381,1392",面膜
"https://list.jd.com/list.html?cat=1316,1381,1416",剃须
"https://list.jd.com/list.html?cat=1316,1381,1396",套装
"https://list.jd.com/list.html?cat=1316,1381,13546",精华
"https://list.jd.com/list.html?cat=1316,1381,13547",眼霜
"https://list.jd.com/list.html?cat=1316,1381,13544",卸妆
"https://list.jd.com/list.html?cat=1316,1381,13548",防晒
"https://list.jd.com/list.html?cat=1316,1381,5160",防晒隔离
"https://list.jd.com/list.html?cat=1316,1381,1395",T区护理
"https://list.jd.com/list.html?cat=1316,1381,1393",眼部护理
"https://list.jd.com/list.html?cat=1316,1381,5147",精华露
"https://list.jd.com/list.html?cat=1316,1381,1390",爽肤水
"https://list.jd.com/list.html?cat=1316,1383,1401",沐浴
"https://list.jd.com/list.html?cat=1316,1383,1404",润肤
"https://list.jd.com/list.html?cat=1316,1383,1394",颈部
"https://list.jd.com/list.html?cat=1316,1383,2562",手足
"https://list.jd.com/list.html?cat=1316,1383,5164",纤体塑形
"https://list.jd.com/list.html?cat=1316,1383,11928",美胸
"https://list.jd.com/list.html?cat=1316,1383,11929",套装
"https://list.jd.com/list.html?cat=1316,1383,13551",精油
"https://list.jd.com/list.html?cat=1316,1383,5148",洗发护发
"https://list.jd.com/list.html?cat=1316,1383,5149",染发/造型
"https://list.jd.com/list.html?cat=1316,1383,5163",香薰精油
"https://list.jd.com/list.html?cat=1316,1383,5162",磨砂/浴盐
"https://list.jd.com/list.html?cat=1316,1383,5161",手工/香皂
"https://list.jd.com/list.html?cat=1316,1383,1397",洗发
"https://list.jd.com/list.html?cat=1316,1383,1398",护发
"https://list.jd.com/list.html?cat=1316,1383,1400",染发
"https://list.jd.com/list.html?cat=1316,1383,1403",磨砂膏
"https://list.jd.com/list.html?cat=1316,1383,1402",香皂
"https://list.jd.com/list.html?cat=1316,1384,1405",牙膏/牙粉
"https://list.jd.com/list.html?cat=1316,1384,1406",牙刷/牙线
"https://list.jd.com/list.html?cat=1316,1384,1407",漱口水
"https://list.jd.com/list.html?cat=1316,1384,11930",套装
"https://list.jd.com/list.html?cat=1316,1385,1408",卫生巾
"https://list.jd.com/list.html?cat=1316,1385,1409",卫生护垫
"https://list.jd.com/list.html?cat=1316,1385,1410",私密护理
"https://list.jd.com/list.html?cat=1316,1385,5150",脱毛膏
"https://list.jd.com/list.html?cat=1316,1385,1411",其他
"https://list.jd.com/list.html?cat=1316,1386,11922",洗发
"https://list.jd.com/list.html?cat=1316,1386,11923",护发
"https://list.jd.com/list.html?cat=1316,1386,11924",染发
"https://list.jd.com/list.html?cat=1316,1386,11925",造型
"https://list.jd.com/list.html?cat=1316,1386,4699",假发
"https://list.jd.com/list.html?cat=1316,1386,6739",套装
"https://list.jd.com/list.html?cat=1316,1386,13550",美发工具
"https://list.jd.com/list.html?cat=1316,1386,1412",脸部护理
"https://list.jd.com/list.html?cat=1316,1387,11932",香水
"https://list.jd.com/list.html?cat=1316,1387,1420",底妆
"https://list.jd.com/list.html?cat=1316,1387,1421",腮红
"https://list.jd.com/list.html?cat=1316,1387,1422",眼影
"https://list.jd.com/list.html?cat=1316,1387,1425",唇部
"https://list.jd.com/list.html?cat=1316,1387,1428",美甲
"https://list.jd.com/list.html?cat=1316,1387,13549",眼线
"https://list.jd.com/list.html?cat=1316,1387,1429",美妆工具
"https://list.jd.com/list.html?cat=1316,1387,1426",套装
"https://list.jd.com/list.html?cat=1316,1387,1419",防晒隔离
"https://list.jd.com/list.html?cat=1316,1387,1427",卸妆
"https://list.jd.com/list.html?cat=1316,1387,1423",眉笔
"https://list.jd.com/list.html?cat=1316,1387,1424",睫毛膏
"https://list.jd.com/list.html?cat=1315,1343,1355",T恤
"https://list.jd.com/list.html?cat=1315,1343,1354",衬衫
"https://list.jd.com/list.html?cat=1315,1343,1356",针织衫
"https://list.jd.com/list.html?cat=1315,1343,9713",雪纺衫
"https://list.jd.com/list.html?cat=1315,1343,9710",卫衣
"https://list.jd.com/list.html?cat=1315,1343,9714",马甲
"https://list.jd.com/list.html?cat=1315,1343,9719",连衣裙
"https://list.jd.com/list.html?cat=1315,1343,9720",半身裙
"https://list.jd.com/list.html?cat=1315,1343,9715",牛仔裤
"https://list.jd.com/list.html?cat=1315,1343,9717",休闲裤
"https://list.jd.com/list.html?cat=1315,1343,9716",打底裤
"https://list.jd.com/list.html?cat=1315,1343,9718",正装裤
"https://list.jd.com/list.html?cat=1315,1343,9711",小西装
"https://list.jd.com/list.html?cat=1315,1343,9712",短外套
"https://list.jd.com/list.html?cat=1315,1343,9708",风衣
"https://list.jd.com/list.html?cat=1315,1343,9706",毛呢大衣
"https://list.jd.com/list.html?cat=1315,1343,9707",真皮皮衣
"https://list.jd.com/list.html?cat=1315,1343,9705",棉服
"https://list.jd.com/list.html?cat=1315,1343,3983",羽绒服
"https://list.jd.com/list.html?cat=1315,1343,9722",大码女装
"https://list.jd.com/list.html?cat=1315,1343,9721",中老年女装
"https://list.jd.com/list.html?cat=1315,1343,9723",婚纱
"https://list.jd.com/list.html?cat=1315,1343,11985",打底衫
